,ID_CLIENT,AGE,GENDER,EDUCATION,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,TARGET,AGREEMENT_RK,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
56,106808319,51,1,Неоконченное высшее,1,0,1,0,7500.0,0.0,61938660.0,2.0,2.0
57,106819444,40,0,Среднее специальное,1,0,2,2,15000.0,0.0,75214244.0,1.0,0.0
58,106808888,27,0,Среднее специальное,1,0,1,1,12000.0,1.0,62094470.0,1.0,0.0
59,106804549,29,0,Высшее,1,0,0,0,20000.0,0.0,59930422.0,1.0,1.0
60,106805096,42,1,Среднее специальное,1,0,2,2,11000.0,0.0,60098380.0,1.0,0.0
61,106809603,50,1,Среднее специальное,1,0,1,0,10000.0,0.0,62384561.0,1.0,0.0
62,106804668,26,0,Среднее специальное,1,0,1,1,15000.0,0.0,59962548.0,1.0,1.0
63,106806709,22,0,Среднее специальное,1,0,0,0,10000.0,1.0,61244949.0,1.0,0.0
64,106809344,57,0,Высшее,1,1,2,1,23000.0,0.0,62249206.0,1.0,0.0
65,106810377,50,1,Среднее специальное,1,0,0,0,15000.0,0.0,62786543.0,1.0,0.0
66,106807392,35,0,Среднее,1,0,1,1,12500.0,0.0,61423700.0,1.0,0.0
67,106814845,55,1,Среднее,1,1,1,0,20000.0,0.0,66771811.0,2.0,2.0
68,106814457,34,0,Высшее,1,0,0,1,12000.0,0.0,66670943.0,3.0,3.0
69,106809251,28,0,Среднее специальное,1,0,1,1,6000.0,0.0,62236055.0,1.0,0.0
70,106810072,59,0,Неполное среднее,1,0,3,0,17500.0,0.0,62593286.0,1.0,0.0
71,106814933,47,1,Высшее,1,0,1,0,18000.0,0.0,66782719.0,3.0,3.0
72,106814139,41,1,Среднее,1,0,2,2,9000.0,0.0,66432857.0,2.0,2.0
73,106814227,36,1,Среднее,1,0,0,0,7000.0,1.0,66530733.0,2.0,2.0
74,106807660,55,0,Среднее,1,0,0,0,18000.0,0.0,61467586.0,1.0,0.0
75,106808013,52,0,Среднее специальное,1,0,1,0,25000.0,0.0,61845475.0,1.0,0.0
76,106819134,46,0,Высшее,1,0,2,0,30000.0,1.0,74995307.0,1.0,0.0
77,106804736,23,1,Среднее специальное,1,0,1,1,7000.0,0.0,59973701.0,1.0,0.0
78,106816512,23,1,Среднее специальное,1,0,0,0,9000.0,0.0,67321747.0,1.0,0.0
79,106812357,40,1,Высшее,1,0,1,1,15000.0,0.0,64471913.0,1.0,0.0
80,106806593,36,1,Среднее специальное,1,0,3,3,11000.0,0.0,61231849.0,1.0,1.0
81,106811597,23,0,Среднее,1,0,1,1,15000.0,0.0,63986090.0,1.0,0.0
82,106808617,40,1,Высшее,1,0,1,0,25000.0,0.0,62024184.0,1.0,0.0
83,106814760,61,0,Среднее,0,1,0,0,8500.0,0.0,66760003.0,3.0,3.0
84,106812381,48,0,Среднее специальное,1,0,0,0,9000.0,0.0,64551242.0,2.0,0.0
85,106807036,52,1,Среднее,1,0,0,0,5000.0,0.0,61316755.0,1.0,0.0
86,106810826,41,0,Высшее,1,0,1,1,40000.0,0.0,63094088.0,1.0,0.0
87,106816112,44,1,Среднее,1,0,2,1,30000.0,1.0,67173594.0,2.0,2.0
88,106819731,58,1,Среднее специальное,0,1,2,0,,,,0.0,0.0
89,106810415,36,1,Среднее специальное,1,0,3,3,8000.0,0.0,62799248.0,1.0,0.0
90,106810352,42,0,Среднее специальное,1,0,3,2,12000.0,0.0,62776533.0,1.0,0.0
91,106806638,22,1,Среднее специальное,1,0,0,1,14000.0,1.0,61236972.0,1.0,0.0
92,106805151,49,1,Среднее специальное,1,0,2,0,17000.0,0.0,60106019.0,1.0,0.0
93,106820056,34,1,Высшее,1,0,2,2,,,,0.0,0.0
94,106810466,39,1,Среднее специальное,1,0,2,2,5000.0,0.0,62809362.0,1.0,0.0
95,106806423,41,0,Среднее специальное,1,0,1,1,25000.0,0.0,61151593.0,1.0,0.0
96,106817975,63,1,Среднее,0,1,2,0,6000.0,0.0,74190360.0,1.0,1.0
97,106808611,33,1,Среднее специальное,1,0,1,1,15000.0,0.0,62023684.0,1.0,0.0
98,106805994,38,0,Высшее,1,0,1,1,16000.0,0.0,61079700.0,1.0,1.0
99,106817206,29,1,Среднее специальное,1,0,1,1,10000.0,0.0,72285109.0,1.0,1.0
100,106817423,49,1,Среднее,1,0,1,1,8000.0,0.0,73827016.0,2.0,1.0
101,106807204,50,1,Среднее специальное,1,0,2,0,6000.0,0.0,61372316.0,1.0,0.0
102,106804641,48,0,Среднее,1,0,0,0,12000.0,0.0,59939829.0,1.0,1.0
103,106812737,42,1,Среднее специальное,1,0,2,2,11000.0,0.0,64839795.0,1.0,0.0
104,106812468,39,0,Высшее,1,0,1,1,18000.0,0.0,64563165.0,1.0,0.0
105,106814189,61,1,Высшее,1,0,0,0,17000.0,0.0,66524810.0,2.0,2.0
106,106805078,42,1,Среднее,1,0,2,2,14000.0,0.0,60096783.0,1.0,0.0
107,106813497,23,1,Высшее,1,0,0,0,10000.0,0.0,65482083.0,2.0,2.0
108,106818121,28,1,Высшее,1,0,0,0,15000.0,0.0,74467755.0,4.0,4.0
109,106812203,56,1,Высшее,1,1,0,0,30000.0,0.0,64445162.0,1.0,1.0
110,106814506,28,1,Высшее,1,0,1,1,18000.0,0.0,66700908.0,1.0,1.0
111,106806141,27,0,Среднее,1,0,1,1,25000.0,0.0,61110489.0,1.0,0.0
112,106818400,46,1,Среднее,1,0,1,0,11000.0,0.0,74544319.0,3.0,2.0
113,106813016,38,1,Среднее специальное,1,0,1,1,15000.0,0.0,64995451.0,1.0,1.0
114,106812663,35,1,Среднее,1,0,2,2,8700.0,0.0,64827687.0,1.0,0.0
115,106816718,37,1,Высшее,1,0,1,1,20000.0,1.0,67421931.0,1.0,0.0
116,106819222,49,0,Среднее,1,0,2,1,15000.0,0.0,75017098.0,2.0,2.0
117,106818069,37,0,Среднее,1,0,3,3,40000.0,1.0,74460711.0,2.0,2.0
118,106805000,36,1,Среднее специальное,1,0,2,2,20000.0,0.0,60086903.0,1.0,0.0
119,106820194,45,0,Высшее,1,0,0,0,,,,0.0,0.0
120,106805886,51,0,Среднее специальное,1,0,2,0,12000.0,0.0,61054691.0,1.0,1.0
121,106817456,47,1,Высшее,1,0,0,0,10000.0,1.0,73830243.0,1.0,0.0
122,106819251,46,1,Среднее специальное,1,0,0,0,20000.0,0.0,75021931.0,1.0,1.0
123,106810057,28,1,Высшее,1,0,1,1,55000.0,1.0,62590815.0,1.0,0.0
124,106805706,53,1,Высшее,1,0,2,0,20000.0,0.0,60465966.0,1.0,1.0
125,106814104,26,0,Среднее,1,0,1,1,9000.0,0.0,66420656.0,2.0,2.0
126,106820112,34,1,Среднее,1,0,1,1,,,,0.0,0.0
127,106814865,61,0,Высшее,1,0,4,0,14000.0,1.0,66773911.0,2.0,2.0
128,106805710,48,1,Среднее,1,0,2,0,7000.0,0.0,60466295.0,1.0,0.0
129,106806150,30,1,Среднее специальное,1,0,1,1,16000.0,0.0,61111863.0,1.0,0.0
130,106812901,22,0,Среднее специальное,1,0,1,0,20000.0,1.0,64898724.0,1.0,0.0
131,106806620,53,1,Высшее,1,0,2,0,8000.0,0.0,61235487.0,1.0,1.0
132,106806921,56,1,Среднее специальное,1,0,1,0,11500.0,0.0,61299664.0,1.0,1.0
133,106810642,54,0,Среднее,1,0,2,0,8000.0,0.0,62994403.0,1.0,0.0
134,106816522,40,0,Среднее специальное,1,0,1,1,35000.0,0.0,67322945.0,1.0,0.0
135,106816762,56,0,Среднее специальное,0,1,1,0,9000.0,0.0,67426389.0,1.0,0.0
136,106806936,46,1,Высшее,1,0,0,0,9000.0,0.0,61302471.0,1.0,1.0
137,106806424,52,1,Среднее специальное,1,0,0,0,15000.0,0.0,61151598.0,1.0,0.0
138,106809188,32,0,Среднее,1,0,2,2,12000.0,1.0,62185166.0,1.0,0.0
139,106812564,59,0,Высшее,0,1,1,0,7000.0,0.0,64592177.0,1.0,1.0
140,106816934,35,0,Среднее,1,0,1,1,17000.0,0.0,67533565.0,2.0,2.0
141,106819634,57,1,Среднее специальное,0,1,0,0,,,,0.0,0.0
142,106806610,26,0,Неоконченное высшее,1,0,0,0,8000.0,0.0,61234815.0,1.0,0.0
143,106817951,39,0,Среднее специальное,1,0,1,1,11000.0,0.0,74187392.0,3.0,2.0
144,106819061,40,1,Среднее,1,0,3,2,20000.0,0.0,74984325.0,2.0,1.0
145,106804671,57,0,Среднее,1,0,3,0,7000.0,0.0,59963388.0,1.0,1.0
146,106814172,60,1,Среднее,1,0,1,1,20000.0,0.0,66521201.0,2.0,2.0
147,106815073,45,1,Среднее,1,0,0,0,8600.0,0.0,66849149.0,3.0,2.0
148,106811912,40,0,Неоконченное высшее,1,0,2,2,45000.0,0.0,64359123.0,1.0,0.0
149,106810012,38,0,Высшее,1,0,1,0,8000.0,0.0,62508107.0,1.0,1.0
150,106807427,22,0,Неоконченное высшее,1,0,0,0,15000.0,0.0,61428784.0,1.0,0.0
151,106816469,49,0,Среднее,1,0,3,0,12000.0,0.0,67316365.0,2.0,1.0
152,106811299,53,1,Среднее,0,1,1,0,8500.0,1.0,63810875.0,3.0,2.0
153,106819639,43,1,Среднее специальное,1,0,0,0,,,,0.0,0.0
154,106815334,40,1,Среднее специальное,1,0,1,0,15000.0,0.0,66913678.0,1.0,0.0
155,106814297,57,0,Среднее,1,0,3,0,17000.0,0.0,66584918.0,3.0,3.0
156,106811711,34,0,Высшее,1,0,0,0,21000.0,0.0,64003837.0,1.0,1.0
157,106811459,56,1,Среднее,1,1,1,0,6000.0,1.0,63911375.0,1.0,0.0
158,106812144,32,1,Среднее специальное,1,0,2,2,15000.0,0.0,64437168.0,1.0,0.0
159,106817687,23,1,Неоконченное высшее,1,0,0,0,7000.0,0.0,74016494.0,1.0,0.0
160,106816836,54,1,Среднее специальное,0,1,0,0,11000.0,0.0,67435863.0,1.0,0.0
161,106811316,33,1,Среднее специальное,1,0,1,1,6000.0,0.0,63891476.0,1.0,0.0
162,106815752,33,0,Среднее,1,0,1,2,14000.0,0.0,67083166.0,4.0,4.0
163,106807891,23,0,Среднее специальное,1,0,0,0,12000.0,0.0,61537559.0,1.0,1.0
164,106811188,34,0,Высшее,1,0,1,1,20000.0,0.0,63604196.0,1.0,1.0
165,106811365,64,1,Среднее специальное,0,1,2,0,6000.0,0.0,63898906.0,1.0,0.0
166,106814610,37,1,Высшее,1,0,2,2,20000.0,0.0,66741910.0,3.0,2.0
167,106808509,44,1,Среднее специальное,1,0,3,0,12000.0,0.0,61974001.0,1.0,0.0
168,106814770,26,0,Среднее,1,0,1,1,16000.0,0.0,66761419.0,2.0,2.0
169,106816257,43,1,Среднее специальное,1,0,2,2,10000.0,0.0,67217992.0,2.0,2.0
170,106807162,49,1,Среднее специальное,1,0,1,0,15000.0,0.0,61367683.0,1.0,0.0
171,106819893,24,0,Среднее специальное,1,0,1,1,,,,0.0,0.0
172,106809388,44,1,Среднее специальное,1,0,1,0,10000.0,0.0,62255169.0,2.0,0.0
173,106810894,60,1,Среднее специальное,1,0,0,0,15000.0,0.0,63273839.0,1.0,0.0
174,106819572,34,1,Среднее специальное,1,0,1,1,10000.0,0.0,75289228.0,1.0,0.0
175,106811545,53,1,Среднее специальное,1,0,0,0,10000.0,0.0,63922027.0,1.0,0.0
176,106818441,56,1,Среднее,1,0,3,0,14000.0,0.0,74551521.0,3.0,3.0
177,106811966,49,1,Среднее специальное,1,0,2,1,7000.0,0.0,64367877.0,1.0,0.0
178,106804872,49,1,Среднее специальное,1,0,0,0,30000.0,1.0,60051963.0,1.0,1.0
179,106808107,34,1,Среднее специальное,0,1,2,1,11000.0,0.0,61872969.0,1.0,0.0
180,106814604,41,1,Среднее специальное,1,0,4,2,9340.0,1.0,66741232.0,3.0,3.0
181,106813879,26,1,Высшее,1,0,0,0,13000.0,0.0,66199923.0,1.0,0.0
182,106805418,40,1,Высшее,1,0,1,0,13000.0,0.0,60389929.0,1.0,0.0
183,106810698,42,1,Среднее специальное,1,0,2,1,7500.0,0.0,63001854.0,1.0,0.0
184,106806410,37,1,Среднее специальное,1,0,1,1,7000.0,0.0,61149628.0,1.0,0.0
185,106819399,38,1,Среднее специальное,1,0,1,1,7800.0,0.0,75202163.0,1.0,0.0
186,106808678,45,1,Среднее специальное,1,0,1,1,7000.0,0.0,62032105.0,1.0,0.0
187,106816860,49,1,Среднее,1,0,2,0,8200.0,0.0,67438464.0,2.0,1.0
188,106808318,39,1,Среднее,1,0,1,1,6700.0,0.0,61938570.0,1.0,1.0
189,106807648,36,1,Высшее,1,0,1,1,80000.0,0.0,61466005.0,2.0,1.0
190,106812981,42,0,Среднее,1,0,2,0,15000.0,1.0,64912588.0,1.0,0.0
191,106811153,29,0,Среднее специальное,1,0,1,1,10000.0,0.0,63599601.0,1.0,0.0
192,106812821,45,1,Высшее,1,0,2,0,20000.0,0.0,64886008.0,1.0,0.0
193,106815764,51,1,Среднее специальное,1,0,2,0,14000.0,0.0,67084430.0,1.0,1.0
194,106804942,56,1,Среднее специальное,1,0,0,0,13000.0,0.0,60059563.0,1.0,1.0
195,106818206,33,0,Высшее,1,0,1,1,16000.0,0.0,74481609.0,1.0,0.0
196,106806144,24,1,Среднее специальное,1,0,0,0,15000.0,0.0,61111134.0,1.0,0.0
197,106806912,46,0,Среднее специальное,1,0,2,2,22000.0,1.0,61298098.0,1.0,0.0
198,106806985,39,0,Среднее,1,0,1,1,30000.0,0.0,61309526.0,1.0,0.0
199,106804943,49,0,Высшее,1,0,2,1,25000.0,0.0,60059582.0,1.0,0.0
200,106817836,49,1,Среднее,1,0,0,0,7000.0,0.0,74041324.0,1.0,0.0
201,106810703,49,0,Высшее,1,1,2,0,20000.0,0.0,63002506.0,1.0,0.0
202,106817121,26,0,Среднее,1,0,1,1,16000.0,0.0,72272351.0,1.0,0.0
203,106816701,61,0,Среднее,0,1,0,0,8000.0,0.0,67419243.0,1.0,0.0
204,106805154,42,0,Среднее специальное,1,0,1,1,22000.0,0.0,60106578.0,1.0,0.0
205,106819921,63,1,Среднее специальное,1,1,0,0,,,,0.0,0.0
206,106815682,39,1,Среднее,1,0,1,0,15000.0,0.0,67070426.0,3.0,2.0
207,106809017,52,1,Среднее специальное,1,0,1,0,20000.0,0.0,62141879.0,1.0,0.0
208,106814257,38,1,Неоконченное высшее,1,0,1,1,11000.0,0.0,66534703.0,2.0,2.0
209,106807824,49,1,Среднее специальное,1,0,1,1,9000.0,0.0,61530018.0,1.0,1.0
210,106811535,51,1,Среднее специальное,0,1,2,2,12800.0,0.0,63921231.0,1.0,0.0
211,106807897,60,1,Среднее специальное,1,0,2,0,7000.0,1.0,61538643.0,1.0,0.0
212,106818469,42,1,Среднее,1,0,1,1,10500.0,0.0,74555752.0,2.0,2.0
213,106813047,57,1,Среднее специальное,0,1,3,0,7000.0,0.0,65201789.0,1.0,0.0
214,106806507,41,1,Среднее специальное,1,0,2,1,20000.0,0.0,61164289.0,1.0,0.0
215,106819887,26,1,Среднее специальное,1,0,1,1,,,,0.0,0.0
216,106807479,47,1,Высшее,1,0,2,1,8000.0,0.0,61438860.0,3.0,1.0
217,106810173,34,1,Высшее,1,0,1,1,12000.0,1.0,62605205.0,1.0,1.0
218,106811844,32,1,Среднее специальное,1,0,2,2,5500.0,0.0,64346113.0,1.0,0.0
219,106818038,38,1,Высшее,1,0,2,0,30000.0,1.0,74274221.0,1.0,0.0
220,106813576,26,1,Среднее специальное,1,0,1,1,8000.0,0.0,65501297.0,1.0,1.0
221,106814176,39,0,Неоконченное высшее,1,0,1,1,18000.0,0.0,66521740.0,4.0,4.0
222,106816468,35,0,Неоконченное высшее,1,0,1,1,25000.0,0.0,67316223.0,1.0,0.0
223,106806285,37,0,Среднее специальное,1,0,1,0,24000.0,0.0,61127390.0,1.0,1.0
224,106813641,22,1,Среднее специальное,1,0,0,0,10500.0,0.0,66077870.0,1.0,1.0
225,106815192,61,0,Среднее,0,1,2,0,7000.0,0.0,66895275.0,2.0,1.0
226,106807907,36,0,Среднее специальное,1,0,3,3,16000.0,0.0,61540822.0,1.0,1.0
227,106816937,27,1,Среднее специальное,1,0,1,1,9000.0,0.0,67533844.0,2.0,1.0
228,106807763,43,0,Высшее,1,0,1,0,15000.0,0.0,61522740.0,1.0,0.0
229,106817923,60,1,Среднее,1,0,4,2,6000.0,0.0,74181771.0,3.0,3.0
230,106805360,38,1,Высшее,1,0,2,2,9000.0,0.0,60383583.0,1.0,0.0
231,106807710,42,1,Среднее специальное,1,0,2,0,15000.0,0.0,61517342.0,1.0,0.0
232,106811945,23,0,Высшее,1,0,0,0,30000.0,1.0,64363709.0,1.0,0.0
233,106815074,31,0,Высшее,1,0,1,1,15000.0,0.0,66849191.0,3.0,3.0
234,106819484,63,1,Среднее,0,1,0,0,6000.0,0.0,75276828.0,3.0,3.0
235,106806435,27,1,Среднее специальное,1,0,1,1,15000.0,1.0,61153739.0,1.0,0.0
236,106816256,39,1,Среднее специальное,1,0,1,1,18000.0,0.0,67217364.0,3.0,3.0
237,106810622,43,1,Среднее специальное,1,0,2,2,13000.0,0.0,62991727.0,1.0,0.0
238,106807369,60,1,Среднее,0,1,2,0,5200.0,0.0,61420110.0,2.0,2.0
239,106807258,33,1,Среднее специальное,1,0,0,0,20000.0,0.0,61378216.0,1.0,0.0
240,106813160,49,1,Среднее специальное,1,0,1,0,6000.0,0.0,65227755.0,1.0,1.0
241,106804847,26,0,Среднее специальное,1,0,1,1,13000.0,0.0,60048649.0,1.0,0.0
242,106815457,38,0,Среднее,1,0,1,1,12000.0,1.0,66964461.0,1.0,0.0
243,106812649,27,1,Среднее специальное,1,0,1,1,9000.0,1.0,64825946.0,1.0,0.0
244,106814855,36,1,Высшее,1,0,1,1,15000.0,0.0,66772955.0,2.0,2.0
245,106816528,42,1,Среднее специальное,1,0,2,1,12000.0,0.0,67323570.0,1.0,0.0
246,106820119,35,0,Среднее,1,0,0,0,,,,0.0,0.0
247,106819046,46,1,Среднее,1,0,0,0,12650.0,0.0,74982312.0,2.0,1.0
248,106808428,27,0,Среднее специальное,1,0,1,1,9000.0,0.0,61962648.0,1.0,1.0
249,106804662,43,1,Высшее,1,0,0,0,40000.0,0.0,59961282.0,1.0,1.0
250,106805664,30,0,Высшее,1,0,1,1,30000.0,1.0,60460976.0,1.0,0.0
251,106813489,24,1,Среднее специальное,1,0,0,0,10000.0,0.0,65480352.0,1.0,1.0
252,106812105,41,0,Среднее специальное,1,0,4,4,11500.0,0.0,64429925.0,1.0,0.0
253,106819691,51,0,Среднее,1,0,4,0,,,,0.0,0.0
254,106811601,36,1,Среднее,1,0,0,0,6000.0,0.0,63986316.0,1.0,1.0
255,106811043,42,0,Высшее,1,0,1,1,15000.0,1.0,63584839.0,1.0,0.0
256,106816726,56,1,Среднее специальное,1,1,3,0,30000.0,1.0,67423403.0,1.0,0.0
257,106819832,60,1,Среднее специальное,0,1,0,0,,,,0.0,0.0
258,106817617,30,0,Среднее,1,0,2,2,16000.0,0.0,73848706.0,1.0,0.0
259,106814333,47,1,Среднее,1,0,1,0,7100.0,0.0,66591984.0,3.0,3.0
260,106809549,53,1,Среднее специальное,1,0,1,0,6000.0,0.0,62377524.0,1.0,0.0
261,106819774,63,1,Среднее,0,1,2,0,,,,0.0,0.0
262,106813747,23,1,Среднее специальное,1,0,1,1,8000.0,0.0,66158890.0,1.0,0.0
263,106806427,43,0,Среднее специальное,1,0,0,0,12000.0,0.0,61151983.0,1.0,0.0
264,106815913,37,1,Высшее,1,0,1,1,29000.0,0.0,67148327.0,2.0,2.0
265,106820206,30,1,Среднее специальное,1,0,1,1,,,,0.0,0.0
266,106805173,55,1,Среднее специальное,1,0,2,0,7000.0,0.0,60108759.0,1.0,0.0
267,106819485,26,1,Среднее специальное,1,0,2,2,13000.0,0.0,75277061.0,1.0,0.0
268,106807584,58,1,Среднее,0,1,0,0,6500.0,0.0,61456826.0,2.0,2.0
269,106811926,29,1,Среднее специальное,1,0,1,1,9000.0,0.0,64361215.0,1.0,0.0
270,106814419,26,1,Высшее,1,0,0,0,21000.0,1.0,66664448.0,1.0,0.0
271,106806287,34,1,Среднее специальное,1,0,4,4,5000.0,0.0,61128012.0,1.0,1.0
272,106808832,24,0,Среднее специальное,1,0,0,0,15000.0,1.0,62086372.0,1.0,0.0
273,106816926,43,1,Среднее,1,0,2,0,10000.0,0.0,67530654.0,1.0,0.0
274,106814131,37,1,Высшее,1,0,1,1,7800.0,0.0,66431039.0,2.0,2.0
275,106813440,23,1,Неоконченное высшее,1,0,0,0,14000.0,0.0,65419884.0,1.0,1.0
276,106809252,45,0,Среднее специальное,1,0,1,1,30000.0,0.0,62236119.0,1.0,0.0
277,106815857,49,1,Среднее,1,0,2,0,12000.0,0.0,67140209.0,2.0,2.0
278,106817900,37,1,Среднее специальное,1,0,1,1,7000.0,0.0,74177264.0,1.0,0.0
279,106811162,48,1,Среднее,1,0,0,0,15000.0,0.0,63600552.0,1.0,0.0
280,106809329,42,0,Среднее специальное,1,0,3,2,30000.0,0.0,62248078.0,2.0,0.0
281,106820317,30,1,Высшее,1,0,1,1,,,,0.0,0.0
282,106813096,40,1,Среднее специальное,1,0,0,2,11000.0,1.0,65207556.0,1.0,0.0
283,106806704,56,1,Высшее,1,1,0,0,9330.0,0.0,61244479.0,1.0,0.0
284,106811749,36,1,Среднее,1,0,1,1,16000.0,0.0,64279518.0,1.0,1.0
285,106806011,53,1,Среднее,1,0,2,0,12000.0,0.0,61082604.0,1.0,1.0
286,106816492,33,0,Среднее,1,0,1,1,18000.0,0.0,67319516.0,1.0,0.0
287,106819927,58,0,Среднее специальное,1,0,0,0,,,,0.0,0.0
288,106820028,35,0,Среднее специальное,1,0,0,0,,,,0.0,0.0
289,106816082,54,1,Высшее,1,1,2,0,21000.0,0.0,67170275.0,3.0,3.0
290,106817069,50,1,Среднее,1,0,2,0,12000.0,0.0,72263345.0,1.0,0.0
291,106813660,25,1,Среднее специальное,1,0,1,1,10000.0,0.0,66080261.0,1.0,1.0
292,106820332,56,1,Среднее,0,1,0,0,,,,0.0,0.0
